fr_sum,serial_num,vp_exp_dummy,num_comp_exp,product_num,num_news,inv_num,cs_dummy,biz_dummy,master_dummy,age
0,1,0,2,0,0,0,0,0,0,25
715000,1,0,1,2,7,0,0,0,0,25
715000,1,0,3,2,7,3,1,1,0,25
715000,1,0,1,2,7,0,0,0,0,25
17838411,1,0,3,1,14,0,1,0,0,25
750000,2,0,4,2,13,0,1,0,1,25
0,1,1,11,0,0,0,1,0,0,25
750000,1,1,8,2,13,1,1,0,0,25
33800000,6,1,19,3,8,12,0,1,0,47
15000000,4,1,5,4,78,28,0,0,0,44
46000000,2,1,30,0,29,7,0,1,0,39
26800000,3,1,11,0,3,9,0,0,0,25
2750000,1,0,2,1,6,0,1,0,0,25
2750000,1,0,1,1,6,0,0,0,0,25
20000000,3,1,7,1,5,1,0,0,0,25
20000000,2,1,5,1,4,2,0,0,1,25
11000000,1,0,1,1,12,0,0,0,1,25
11000000,3,1,17,1,12,0,1,1,0,25
55450000,1,0,4,3,7,0,1,0,1,25
55450000,2,0,2,3,7,0,1,0,1,25
0,1,1,4,1,31,3,0,0,0,25
0,2,0,2,1,8,0,0,0,0,25
0,2,0,2,1,8,0,0,0,0,25
0,2,0,5,0,0,0,0,0,0,25
1300000,3,0,7,1,0,0,0,0,0,25
37600000,3,1,17,5,27,1,0,1,0,42
43100000,2,0,7,1,6,0,0,0,0,25
43100000,1,0,4,1,6,0,0,0,0,25
70000000,1,0,5,0,0,0,0,0,0,25
2500000,1,0,2,2,7,0,0,0,0,25
100000,2,0,6,0,0,0,0,0,0,25
162356000,2,0,2,2,26,0,0,0,0,25
162356000,2,0,2,2,26,0,0,1,0,35
0,1,0,1,1,1,0,0,0,0,25
0,1,0,3,0,0,0,0,0,0,25
3600000,1,0,3,0,4,0,0,1,0,25
0,1,1,10,6,5,0,0,0,0,25
96500000,1,0,1,11,3,0,0,0,0,25
235024070,1,0,2,1,42,0,0,1,0,25
235024070,2,1,4,1,42,4,1,0,0,25
0,1,0,4,0,0,0,0,0,0,25
1000000,1,0,1,1,6,0,0,0,0,25
1000000,1,0,1,1,6,0,0,0,0,25
1000000,1,0,1,1,6,0,0,0,0,25
17500000,1,0,3,1,7,0,1,0,1,25
17500000,1,0,2,1,7,0,1,0,0,25
17500000,1,0,3,1,7,0,0,0,0,25
17500000,1,0,6,1,7,0,0,0,0,25
0,1,1,5,1,0,0,0,1,0,25
0,1,1,4,1,0,0,0,1,0,25
0,1,1,4,0,0,9,0,0,0,25
0,1,0,1,2,0,0,0,0,0,25
23250000,1,1,1,0,1,0,0,0,0,25
23250000,1,0,1,0,1,0,0,0,0,25
253000000,1,1,4,1,1,0,1,0,1,25
0,1,1,7,0,0,1,1,1,0,25
97256127,1,0,1,0,35,0,0,0,0,25
97256127,1,0,3,0,35,0,0,0,0,25
97256127,1,0,1,0,35,0,1,0,0,25
28700000,4,1,6,2,211,11,0,0,0,45
179950000,2,1,3,4,150,6,0,0,0,25
0,2,1,5,1,75,49,1,0,0,40
0,1,1,17,0,2,2,1,1,0,25
502860000,1,0,1,1,5,0,0,0,0,25
502860000,1,1,7,1,5,0,0,0,0,25
502860000,1,0,3,1,5,0,0,0,0,25
0,4,0,3,44,2979,0,0,0,0,59
123300000,1,0,2,1,1,0,0,1,0,25
123300000,1,0,1,1,1,0,1,0,0,25
0,2,0,6,0,0,0,0,1,0,25
0,2,1,11,1,84,10,1,0,0,25
210000000,1,1,5,14,27,2,0,0,0,25
210000000,1,1,13,14,27,2,0,0,0,25
0,1,0,1,2,7,1,0,0,0,25
31500000,8,1,20,8,23,2,1,0,0,25
0,2,0,3,1,0,0,1,0,0,25
0,2,0,6,2,2,0,1,0,0,25
21200000,2,0,2,1,14,1,0,0,0,25
78108625,5,1,14,6,129,9,0,0,0,25
0,1,1,5,0,3,1,0,0,0,25
3500000,1,0,2,0,0,0,0,0,0,25
2500000,1,0,2,1,4,0,0,0,0,25
118500000,2,0,3,6,8,13,0,0,0,25
118500000,2,0,2,6,14,0,1,0,0,36
1000000,1,0,2,1,0,0,0,0,0,25
1750000,1,0,3,1,1,0,0,1,0,25
8250000,3,0,5,4,1,0,1,0,0,25
1750000,3,0,4,1,1,0,0,1,0,25
63460000,2,0,5,0,0,3,0,0,0,25
55237600,2,1,6,2,20,7,1,0,0,25
55237600,3,1,10,2,20,8,1,0,0,25
0,2,0,7,5,0,0,1,0,0,25
27300000,3,0,3,5,33,0,0,0,0,25
27300000,1,0,1,4,32,0,0,0,0,25
730500000,2,1,7,2,79,1,1,0,0,25
0,1,0,4,0,0,0,1,0,1,25
927500000,4,1,7,5,269,11,0,1,0,43
0,1,1,7,0,9,0,0,0,0,25
0,2,1,8,0,0,0,0,0,0,42
0,1,1,11,0,0,0,0,1,0,25
0,1,1,11,0,0,0,0,1,1,25
0,1,0,1,1,1,0,0,0,0,25
0,1,0,1,1,1,0,0,0,0,25
0,1,0,1,1,1,0,0,0,0,25
0,1,0,1,1,1,0,0,0,0,25
0,1,0,1,1,1,0,0,0,0,25
238875297,9,0,12,5,25,7,1,1,0,25
47300000,5,1,14,2,21,2,1,0,0,25
47300000,1,0,1,2,20,0,0,0,0,25
50800000,3,1,8,2,20,0,1,1,1,25
0,1,1,3,1,1,0,0,0,0,25
0,2,0,8,0,0,0,0,1,0,25
36204073,2,0,4,3,5,0,0,0,0,25
0,1,0,1,1,2,0,0,0,0,25
0,1,1,2,1,2,0,0,1,0,25
0,1,0,1,1,2,0,0,0,0,25
0,1,0,3,1,2,0,0,0,0,25
0,3,1,4,0,0,1,0,1,0,25
283165000,4,1,11,0,14,0,0,1,0,25
283165000,2,0,7,1,15,0,0,1,0,25
0,2,0,4,0,11,0,0,0,0,25
283165000,1,0,6,0,11,0,0,1,0,25
295765000,6,1,6,0,16,0,0,0,0,25
283165000,2,0,5,0,12,0,0,0,0,25
0,1,0,7,0,0,0,0,0,0,25
0,1,0,5,0,0,0,0,0,0,25
72600000,2,1,6,0,6,0,0,1,0,25
130435583,2,0,3,1,35,0,0,1,0,25
122000000,1,1,4,1,35,2,1,0,1,25
122000000,1,0,2,1,35,0,0,0,0,25
40000002,1,1,3,4,12,1,0,0,0,25
40000002,1,1,3,4,12,0,0,0,0,25
40000002,1,0,1,4,12,0,0,0,0,25
53065000,2,0,2,1,7,1,0,0,0,25
40000000,1,0,1,1,3,0,0,0,0,25
40000000,1,0,1,1,3,0,0,0,0,25
53065000,2,0,2,1,7,0,0,0,0,25
0,2,1,12,0,14,0,0,1,0,25
4884228,2,1,6,1,1,1,0,0,0,25
0,1,0,2,0,1,0,0,0,0,25
17200000,1,0,5,1,0,0,0,0,0,25
17200000,1,0,1,1,0,0,0,0,0,25
0,2,1,5,0,0,0,0,1,0,25
0,1,0,1,2,7,0,0,0,0,25
84100000,1,1,2,5,12,1,1,1,1,25
3600000,4,1,9,1,2,0,1,0,0,25
0,1,0,5,1,6,0,1,0,1,25
6580000,1,0,4,0,13,0,0,0,0,25
6580000,1,0,3,0,13,0,0,0,0,25
0,1,0,5,1,1,0,0,0,1,25
53500000,1,0,1,2,1,0,0,0,0,25
7000000,1,0,1,1,1,0,0,0,0,25
1200000,2,1,16,1,10,1,0,0,0,25
500000,1,0,3,0,0,0,1,0,1,25
40242738,1,0,3,1,11,0,0,0,0,25
0,1,0,1,1,0,0,0,0,0,25
0,1,0,1,1,0,3,0,0,0,25
13300000,1,0,1,0,1,0,0,0,0,25
95892257,1,0,2,0,2,0,1,0,0,25
8800000,4,1,9,1,37,2,0,0,0,38
6700000,4,1,13,1,33,0,0,0,0,25
0,1,0,8,0,0,0,0,0,0,25
0,1,1,7,0,1,0,0,0,1,25
18500000,1,0,1,3,13,0,0,0,0,25
18500000,1,0,1,3,13,0,0,0,0,25
11567800,1,0,8,0,7,0,1,0,0,25
11567800,1,0,1,0,7,0,0,0,0,25
20000000,5,0,6,89,1706,2,0,0,0,61
